Sample	Custom content: Biotype Counts_mqc-generalstats-custom_content_biotype_counts-percent_rRNA	RSeQC_mqc-generalstats-rseqc-proper_pairs_percent	Samtools: stats_mqc-generalstats-samtools_stats-error_rate	Samtools: stats_mqc-generalstats-samtools_stats-non_primary_alignments	Samtools: stats_mqc-generalstats-samtools_stats-reads_mapped	Samtools: stats_mqc-generalstats-samtools_stats-reads_mapped_percent	Samtools: stats_mqc-generalstats-samtools_stats-reads_properly_paired_percent	Samtools: stats_mqc-generalstats-samtools_stats-reads_MQ0_percent	Samtools: stats_mqc-generalstats-samtools_stats-raw_total_sequences	Samtools: flagstat_mqc-generalstats-samtools_flagstat-flagstat_total	Samtools: flagstat_mqc-generalstats-samtools_flagstat-mapped_passed	Samtools: flagstat_mqc-generalstats-samtools_flagstat-mapped_passed_pct	STAR_mqc-generalstats-star-uniquely_mapped_percent	STAR_mqc-generalstats-star-uniquely_mapped	UMI Tools Dedup_mqc-generalstats-umi_tools_dedup-dedup_output_reads	UMI Tools Dedup_mqc-generalstats-umi_tools_dedup-dedup_percent_passing	SortMeRNA_mqc-generalstats-sortmerna-rRNA_pct	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_duplicates	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_gc	FastQC (raw)_mqc-generalstats-fastqc_raw-avg_sequence_length	FastQC (raw)_mqc-generalstats-fastqc_raw-median_sequence_length	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_fails	FastQC (raw)_mqc-generalstats-fastqc_raw-total_sequences	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_duplicates	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_gc	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-avg_sequence_length	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-median_sequence_length	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_fails	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-total_sequences
A-2024-0142_L9_S97_2																	1.915848686519811	35.644444619484545	51.0	150.0	150	18.181818181818183	44464057.0	3.182418306217924	52.23566594852122	50.0	141.84341192367373	145	18.181818181818183	43810558.0
A-2024-0142_M10_S98	2.014058801789424e-05	92.31848027823959	0.003262445	6282043.0	136409656.0	100.0	100.0	0.21145570515917145	136409656.0	142691699	142691699	100.0	94.67	143280521.0	71673488	45.93														
A-2024-0142_M10_S98_1																		59.338875425926005	49.0	150.0	150	27.27272727272727	155188685.0	2.142249046145298	71.51142140183194	49.0	141.92703551423156	145	18.181818181818183	154498711.0
A-2024-0142_M10_S98_2																	1.4930163397932814	60.45512135902417	50.0	150.0	150	27.27272727272727	155188685.0	2.2567674112101135	72.44013480849063	50.0	141.79629527782922	145	18.181818181818183	154498711.0
A-2024-0142_M12_S99	3.314724161137318e-05	91.99077542669401	0.002964199	10911878.0	222310400.0	100.0	100.0	0.2309658027694611	222310400.0	233222278	233222278	100.0	93.67	136201150.0	117287727	78.52														
A-2024-0142_M12_S99_1																		40.40638067486459	49.0	150.0	150	27.27272727272727	149444348.0	3.6289994859421886	61.450875152692916	49.0	139.93361304093023	145	18.181818181818183	148628784.0
A-2024-0142_M12_S99_2																	1.637764526149928	40.812255921740025	50.0	150.0	150	27.27272727272727	149444348.0	3.7307848745370307	62.18866342201249	50.0	139.8251313756291	145	18.181818181818183	148628784.0
A-2024-0142_M14_S100	3.204168527128739e-05	92.01515464384293	0.003043422	11240227.0	230805976.0	100.0	100.0	0.23406326359591312	230805976.0	242046203	242046203	100.0	93.88	167007279.0	121734043	66.5														
A-2024-0142_M14_S100_1																		48.28760775679882	49.0	150.0	150	18.181818181818183	182516040.0	3.149366941988335	66.28903241388855	49.0	140.56016161838562	145	18.181818181818183	181599636.0
A-2024-0142_M14_S100_2																	1.5317869359605985	49.334271277448494	50.0	150.0	150	18.181818181818183	182516040.0	3.2534938355800547	67.35970454177149	50.0	140.45031773081308	145	18.181818181818183	181599636.0
A-2024-0142_M16_S101	4.049403195384061e-05	92.86394516893618	0.003036238	4125418.0	96179767.0	100.0	100.0	0.19834317128258377	96179767.0	100305185	100305185	100.0	95.16	73441688.0	50404276	63.34														
A-2024-0142_M16_S101_1																		44.58889765761703	49.0	150.0	150	18.181818181818183	79583519.0	2.259484230734966	60.65110506983198	48.0	142.28778476850857	145	18.181818181818183	78907821.0
A-2024-0142_M16_S101_2																	1.511859008247104	44.76499754830904	50.0	150.0	150	18.181818181818183	79583519.0	2.4015480841731427	60.6968758485812	50.0	142.1285645817035	145	18.181818181818183	78907821.0
A-2024-0142_M18_S102	3.166597379756777e-05	92.40428623678064	0.003112957	5921148.0	129413046.0	100.0	100.0	0.20652400067918963	129413046.0	135334194	135334194	100.0	94.49	104812471.0	68015307	59.6														
A-2024-0142_M18_S102_1																		49.970065662112106	49.0	150.0	150	18.181818181818183	114624405.0	3.3021769635809446	65.41278684732711	49.0	141.18848931803316	145	18.181818181818183	113319159.0
A-2024-0142_M18_S102_2																	1.5611300998095123	50.50527317585111	50.0	150.0	150	27.27272727272727	114624405.0	3.4130233104101744	66.08881750649186	50.0	141.06698408342405	145	18.181818181818183	113319159.0
A-2024-0142_M20_S103	0.00013549259538707422	92.84070149358281	0.00306258	4208297.0	98163730.0	100.0	100.0	0.1822037528525047	98163730.0	102372027	102372027	100.0	94.77	72830207.0	51437393	65.16														
A-2024-0142_M20_S103_1																		44.28198361455329	49.0	150.0	150	18.181818181818183	78744548.0	2.1050044611035954	61.26540753247707	49.0	141.7583748204678	145	18.181818181818183	78520728.0
A-2024-0142_M20_S103_2																	1.5649702076119314	44.83232177611482	50.0	150.0	150	18.181818181818183	78744548.0	2.228785571463222	61.649752055182155	50.0	141.6238577283695	145	18.181818181818183	78520728.0
A-2024-0142_M22_S104	6.531681770019572e-05	92.97554859114031	0.003049611	4413653.0	104343025.0	100.0	100.0	0.1966686321390433	104343025.0	108756678	108756678	100.0	95.17	75861433.0	54651725	66.54														
A-2024-0142_M22_S104_1																		43.74915939215461	49.0	150.0	150	18.181818181818183	82040722.0	2.070595683294769	61.09248311904703	49.0	142.35738584038117	145	18.181818181818183	81464467.0
A-2024-0142_M22_S104_2																	1.4835934543093494	43.03006122412255	50.0	150.0	150	18.181818181818183	82040722.0	2.1919908892612354	60.04645100834592	50.0	142.22870721047005	145	18.181818181818183	81464467.0
A-2024-0142_M24_S105	3.542844662516953e-05	92.60726782305227	0.003115024	4693455.0	107509717.0	100.0	100.0	0.1912552704422057	107509717.0	112203172	112203172	100.0	95.09	96915574.0	56418496	53.53														
A-2024-0142_M24_S105_1																		52.84953959433811	50.0	150.0	150	27.27272727272727	104835464.0	2.084283333212772	66.41681237217401	50.0	142.38240591598299	145	18.181818181818183	104093876.0
A-2024-0142_M24_S105_2																	1.5652183995915379	54.77721971039583	52.0	150.0	150	27.27272727272727	104835464.0	2.1947180669372695	68.79677606578585	52.0	142.24152505378893	145	18.181818181818183	104093876.0
A-2024-0142_N11_S106	7.127115202019339e-05	92.58680028984814	0.003192959	7149330.0	162224874.0	100.0	100.0	0.2150964839091199	162224874.0	169374204	169374204	100.0	94.75	150496688.0	85135679	52.04														
A-2024-0142_N11_S106_1																		56.480484379249766	49.0	150.0	150	27.27272727272727	166053420.0	2.531779625600252	70.5269318948605	49.0	142.00059944014325	145	18.181818181818183	164523516.0
A-2024-0142_N11_S106_2																	2.8549195362442896	57.16987636891245	50.0	150.0	150	27.27272727272727	166053420.0	2.6722788157673847	71.035184924271	50.0	141.83667318415442	145	18.181818181818183	164523516.0
A-2024-0142_N13_S107	5.53505256538784e-05	92.89444977025553	0.00327393	5523380.0	133389212.0	100.0	100.0	0.18977021919883597	133389212.0	138912592	138912592	100.0	94.93	127495129.0	69827937	50.53														
A-2024-0142_N13_S107_1																		56.36462110919111	49.0	150.0	150	27.27272727272727	139819262.0	2.6790702719905792	69.71004247232389	49.0	142.2665784586716	145	18.181818181818183	138033595.0
A-2024-0142_N13_S107_2																	2.0479278975527664	56.76459170566972	51.0	150.0	150	27.27272727272727	139819262.0	2.8319703090743653	70.14182888593702	50.0	142.08649498696315	145	18.181818181818183	138033595.0
A-2024-0142_N15_S108	2.4165341197701972e-05	92.69393204185471	0.003159113	5307730.0	121767751.0	100.0	100.0	0.2020953807383697	121767751.0	127075481	127075481	100.0	95.01	106510168.0	63856875	55.26														
A-2024-0142_N15_S108_1																		52.84913916544048	49.0	150.0	150	27.27272727272727	117312224.0	3.2778102623315535	67.07488206518201	49.0	142.0262442775298	145	18.181818181818183	115274082.0
A-2024-0142_N15_S108_2																	2.143914275543743	53.30974735554383	50.0	150.0	150	27.27272727272727	117312224.0	3.4065199818598084	67.50420399524299	50.0	141.87984359745323	145	18.181818181818183	115274082.0
A-2024-0142_N17_S109	1.9751634331026692e-05	93.05575691521084	0.003112375	5140797.0	125133286.0	100.0	100.0	0.18735222856690587	125133286.0	130274083	130274083	100.0	94.65	95734577.0	65488141	63.17														
A-2024-0142_N17_S109_1																		47.82694540597403	49.0	150.0	150	18.181818181818183	105481222.0	3.266621591105375	64.24928407592517	49.0	141.76969392149397	145	18.181818181818183	103854532.0
A-2024-0142_N17_S109_2																	1.9152601833495337	47.91444859037585	50.0	150.0	150	18.181818181818183	105481222.0	3.421737515353762	64.00506041442202	50.0	141.59269632065744	145	18.181818181818183	103854532.0
A-2024-0142_N3_S110	4.544563800356287e-05	92.0815743000919	0.003190909	9300311.0	195491394.0	100.0	100.0	0.22990219201158285	195491394.0	204791705	204791705	100.0	94.47	172800419.0	102993874	54.5														
A-2024-0142_N3_S110_1																		56.189784199655605	50.0	150.0	150	27.27272727272727	191938103.0	3.094749643649802	70.460996897304	49.0	141.7985194752795	145	18.181818181818183	189303830.0
A-2024-0142_N3_S110_2																	2.7666336703277477	57.0888283539172	51.0	150.0	150	27.27272727272727	191938103.0	3.2508416061321745	71.29492807184269	51.0	141.61425534813532	145	18.181818181818183	189303830.0
A-2024-0142_N5_S111	6.1534239342962e-05	92.66226990164552	0.003248552	5728611.0	132165954.0	100.0	100.0	0.19247770874487086	132165954.0	137894565	137894565	100.0	94.56	119392069.0	69315498	53.44														
A-2024-0142_N5_S111_1																		54.04039497103504	49.0	150.0	150	27.27272727272727	131221466.0	3.020922659102132	68.0310601869677	49.0	141.77389403874366	145	18.181818181818183	129545293.0
A-2024-0142_N5_S111_2																	1.8398098030470316	54.61720008496613	51.0	150.0	150	27.27272727272727	131221466.0	3.165254542875709	68.44364988647581	50.0	141.60807631968535	145	18.181818181818183	129545293.0
A-2024-0142_N7_S112	5.568393132373472e-05	93.05091695462704	0.003351385	2299128.0	56440147.0	100.0	100.0	0.18002256443449732	56440147.0	58739275	58739275	100.0	94.91	59569135.0	29504021	45.85														
A-2024-0142_N7_S112_1																		56.91503552615475	49.0	150.0	150	27.27272727272727	65909503.0	3.308893784672996	66.88761906677738	49.0	142.21688661088865	145	18.181818181818183	64645784.0
A-2024-0142_N7_S112_2																	2.1821964445508155	56.752374716645434	51.0	150.0	150	27.27272727272727	65909503.0	3.482565794642013	66.8041449409416	51.0	142.00743773174753	145	18.181818181818183	64645784.0
A-2024-0142_N9_S113	0.00019302585080447696	92.35185233249346	0.0031152	8094673.0	175070985.0	100.0	100.0	0.23068928297855867	175070985.0	183165658	183165658	100.0	94.45	157052099.0	92051005	53.82														
A-2024-0142_N9_S113_1																		55.013656118357545	49.0	150.0	150	27.27272727272727	173279231.0	3.3941748681611053	69.43836418896348	49.0	141.05674900364704	145	18.181818181818183	171315043.0
A-2024-0142_N9_S113_2																	2.422084731928649	56.329598327568014	50.0	150.0	150	27.27272727272727	173279231.0	3.5074279856304935	70.62331332685838	50.0	140.9236021614284	145	18.181818181818183	171315043.0
A-2024-0142_O10_S114	3.100199854383613e-05	92.44176615357682	0.00310496	6745330.0	147549089.0	100.0	100.0	0.2161273933721136	147549089.0	154294419	154294419	100.0	94.58	114150997.0	77564600	62.36														
A-2024-0142_O10_S114_1																		48.20648325570948	49.0	150.0	150	18.181818181818183	124010302.0	2.5417388418206603	64.62158062335479	49.0	141.51088717381023	145	18.181818181818183	123313683.0
A-2024-0142_O10_S114_2																	1.5657264895737482	48.93043027560423	50.0	150.0	150	18.181818181818183	124010302.0	2.6595715049322384	65.40473899723477	50.0	141.37760183515076	145	18.181818181818183	123313683.0
A-2024-0142_O12_S115	3.0129725037635794e-05	92.74392984128409	0.002946052	3326916.0	75498700.0	100.0	100.0	0.19675703025350105	75498700.0	78825616	78825616	100.0	94.49	44821160.0	39606873	81.37														
A-2024-0142_O12_S115_1																		30.33946753186075	49.0	150.0	150	18.181818181818183	48833633.0	3.0343476595321097	49.76293288820373	49.0	141.01693944766046	145	9.090909090909092	48481628.0
A-2024-0142_O12_S115_2																	1.5851355074132414	30.930159469407172	50.0	150.0	150	18.181818181818183	48833633.0	3.1604383015683273	50.237442904092156	50.0	140.87162266910673	145	18.181818181818183	48481628.0
A-2024-0142_O14_S116	2.616657898370652e-05	92.62933967112005	0.00310027	2772519.0	61552776.0	100.0	100.0	0.20669254624681752	61552776.0	64325295	64325295	100.0	94.62	38166758.0	32316737	77.9														
A-2024-0142_O14_S116_1																		31.83653407063649	49.0	150.0	150	18.181818181818183	41662557.0	2.8876944301115133	49.03082098526592	49.0	141.4377628456689	145	9.090909090909092	41297285.0
A-2024-0142_O14_S116_2																	1.7070710580610808	32.461350087553456	50.0	150.0	150	18.181818181818183	41662557.0	3.019131096041713	49.71509654613816	50.0	141.28283607505918	145	9.090909090909092	41297285.0
A-2024-0142_O16_S117	4.4097946690239196e-05	92.4740380365725	0.003179864	5784571.0	128341552.0	100.0	100.0	0.20206160511445273	128341552.0	134126123	134126123	100.0	94.63	111810317.0	67413855	55.41														
A-2024-0142_O16_S117_1																		52.49432573266488	49.0	150.0	150	27.27272727272727	121317290.0	2.5027251921884712	67.21238849838139	49.0	141.5402774748297	145	18.181818181818183	120666080.0
A-2024-0142_O16_S117_2																	1.5533147343478797	53.2435940723128	50.0	150.0	150	27.27272727272727	121317290.0	2.610484349729142	68.06408126613019	50.0	141.41628253772726	145	18.181818181818183	120666080.0
A-2024-0142_O18_S118	3.7094899191696844e-05	92.54427196243488	0.002961609	3858593.0	85535400.0	100.0	100.0	0.1941418406881829	85535400.0	89393993	89393993	100.0	94.13	55940929.0	44923358	73.79														
A-2024-0142_O18_S118_1																		37.3377074720966	49.0	150.0	150	27.27272727272727	61293383.0	3.4767532567996327	55.30051191409856	49.0	140.50788028344382	145	18.181818181818183	60797940.0
A-2024-0142_O18_S118_2																	1.741999811177813	38.138108412125305	50.0	150.0	150	27.27272727272727	61293383.0	3.5665585630997065	56.332056667047055	50.0	140.40997417017746	145	18.181818181818183	60797940.0
A-2024-0142_O20_S119	3.294823708398217e-05	92.76973094989872	0.002900628	2437596.0	55376283.0	100.0	100.0	0.19480180712020703	55376283.0	57813879	57813879	100.0	94.48	32314746.0	29042069	82.84														
A-2024-0142_O20_S119_1																		27.549151041472115	49.0	150.0	150	18.181818181818183	35150683.0	2.8770010842591103	46.21548263754798	49.0	140.95759651054956	145	9.090909090909092	34973301.0
A-2024-0142_O20_S119_2																	1.6201716274937845	28.069803770892705	50.0	150.0	150	18.181818181818183	35150683.0	2.9648400994870747	46.57194590642547	50.0	140.8645131610539	145	9.090909090909092	34973301.0
A-2024-0142_O22_S120	2.7274640630092686e-05	92.60708541189739	0.002930868	3423602.0	75790339.0	100.0	100.0	0.20421468229611692	75790339.0	79213941	79213941	100.0	94.26	44828207.0	39801320	81.64														
A-2024-0142_O22_S120_1																		30.915311879268017	49.0	150.0	150	18.181818181818183	49017996.0	3.142169424385731	50.338031691241106	49.0	140.77913502442135	145	18.181818181818183	48695317.0
A-2024-0142_O22_S120_2																	1.8040081759812758	30.490283327215323	50.0	150.0	150	18.181818181818183	49017996.0	3.2415404024831744	49.74274284536065	49.0	140.6730502853077	145	9.090909090909092	48695317.0
A-2024-0142_O24_S121	3.240987293120047e-05	92.38698523056526	0.003004742	3486022.0	76174982.0	100.0	100.0	0.19637418489970893	76174982.0	79661004	79661004	100.0	94.44	55690141.0	40054094	65.98														
A-2024-0142_O24_S121_1																		42.08502537618273	51.0	150.0	150	18.181818181818183	60621008.0	2.84604636251421	57.56900019191703	51.0	141.20634834150354	145	18.181818181818183	60236457.0
A-2024-0142_O24_S121_2																	1.6507768708906634	44.25273688230937	52.0	150.0	150	18.181818181818183	60621008.0	2.924267294177668	60.66574298870532	52.0	141.10733865041232	145	18.181818181818183	60236457.0
A-2024-0142_P11_S123	3.0108772154636726e-05	93.21067377035351	0.002911737	3011201.0	74598076.0	100.0	100.0	0.17403800065835479	74598076.0	77609277	77609277	100.0	95.31	45728952.0	38994374	78.9														
A-2024-0142_P11_S123_1																		32.54257315260618	49.0	150.0	150	18.181818181818183	49796341.0	2.368695682500738	51.68599123983997	49.0	142.34924105003296	145	18.181818181818183	49296662.0
A-2024-0142_P11_S123_2																	2.021307243886006	32.801657792846925	50.0	150.0	150	18.181818181818183	49796341.0	2.4883912378359216	51.61258154801006	50.0	142.2136093311957	145	18.181818181818183	49296662.0
A-2024-0142_P13_S124	3.7107806169372587e-05	93.08141975224362	0.002981272	3293097.0	79251136.0	100.0	100.0	0.187538005764359	79251136.0	82544233	82544233	100.0	95.07	48120075.0	41478899	79.62														
A-2024-0142_P13_S124_1																		32.76600855102254	49.0	150.0	150	18.181818181818183	53097161.0	3.679776634645177	51.15556763642077	49.0	141.66239986957285	145	18.181818181818183	52087314.0
A-2024-0142_P13_S124_2																	2.160692140892502	33.40241845875897	50.0	150.0	150	18.181818181818183	53097161.0	3.8212893503302174	51.651611646821394	50.0	141.49777905614408	145	18.181818181818183	52087314.0
A-2024-0142_P15_S125	0.0010674009996159254	90.91969714170817	0.003162138	9339296.0	156840866.0	100.0	100.0	0.41622442967128226	156840866.0	166180162	166180162	100.0	94.47	136193839.0	83560173	55.59														
A-2024-0142_P15_S125_1																		59.675482164958986	51.0	150.0	150	27.27272727272727	174725320.0	3.49574124452144	72.61248139564809	51.0	141.2554521672068	145	18.181818181818183	172275806.0
A-2024-0142_P15_S125_2																	15.736959024878978	59.91068759059424	52.0	150.0	150	27.27272727272727	174725320.0	3.656635226079426	72.52155093707961	52.0	141.0765858439809	145	18.181818181818183	172275806.0
A-2024-0142_P17_S126	0.00011632163790753513	93.51894722013265	0.003524557	2340914.0	61112959.0	100.0	100.0	0.1635365094987464	61112959.0	63453873	63453873	100.0	95.59	39540247.0	31878574	74.85														
A-2024-0142_P17_S126_1																		35.341645420255034	49.0	150.0	150	18.181818181818183	43455746.0	2.5787500754413943	52.68800396564491	49.0	142.71913232776257	145	18.181818181818183	42794270.0
A-2024-0142_P17_S126_2																	2.461225533231435	34.11370036824678	51.0	150.0	150	18.181818181818183	43455746.0	2.8105884849001286	50.80050423280662	50.0	142.44059499087143	145	18.181818181818183	42794270.0
A-2024-0142_P1_S122	8.067765645750686e-05	90.31254725381811	0.002662606	6497148.0	104922420.0	100.0	100.0	0.3058717097832856	104922420.0	111419568	111419568	100.0	91.6	68131163.0	56010547	73.71														
A-2024-0142_P1_S122_1																		42.13769347506704	51.0	150.0	150	27.27272727272727	78776313.0	9.454897350977168	57.691313859378454	50.0	134.57081481088022	142	18.181818181818183	76510294.0
A-2024-0142_P1_S122_2																	2.560901151418919	43.304859121440685	51.0	150.0	150	27.27272727272727	78776313.0	9.484857223253268	59.035921087519796	51.0	134.53272500821916	142	18.181818181818183	76510294.0
A-2024-0142_P3_S127	2.6339496560910466e-05	93.00019222576202	0.003006914	3283812.0	77969605.0	100.0	100.0	0.19294056959760153	77969605.0	81253417	81253417	100.0	95.37	50025121.0	40837307	75.34														
A-2024-0142_P3_S127_1																		35.44754940556068	49.0	150.0	150	18.181818181818183	54770572.0	2.2730362297979765	53.15981597078064	49.0	142.61834049801587	145	18.181818181818183	54164298.0
A-2024-0142_P3_S127_2																	2.414557279040153	35.774791553301114	50.0	150.0	150	18.181818181818183	54770572.0	2.432246519233874	53.3019585941018	50.0	142.4340158714879	145	18.181818181818183	54164298.0
A-2024-0142_P5_S128	2.5974529722481197e-05	92.91100004147437	0.002955607	3328826.0	78191403.0	100.0	100.0	0.18706660117097526	78191403.0	81520229	81520229	100.0	95.17	45466453.0	40973502	83.06														
A-2024-0142_P5_S128_1																		30.31753667301686	49.0	150.0	150	18.181818181818183	49787333.0	2.3493496587395724	50.01297043345494	49.0	142.248376751805	145	18.181818181818183	49335185.0
A-2024-0142_P5_S128_2																	2.5320397602644036	30.895590735979738	51.0	150.0	150	18.181818181818183	49787333.0	2.4962464053754947	50.41765079126792	50.0	142.07248625904614	145	18.181818181818183	49335185.0
A-2024-0142_P9_S129	9.224796387987925e-06	93.33580915183825	0.002882607	2948365.0	73750849.0	100.0	100.0	0.1854202383487138	73750849.0	76699214	76699214	100.0	95.35	44377582.0	38529477	80.47														
A-2024-0142_P9_S129_1																		30.708243195190335	49.0	150.0	150	18.181818181818183	48491850.0	2.814544740596829	49.19050619198162	48.0	142.1337668523944	145	9.090909090909092	47854105.0
A-2024-0142_P9_S129_2																	2.0762492580312597	31.137781874220167	50.0	150.0	150	18.181818181818183	48491850.0	2.9355105921994076	49.747597316307456	50.0	141.98914047185713	145	9.090909090909092	47854105.0
