Sample	total	rRNA	rRNA_pct	non_rRNA	non_rRNA_pct	rfam-5.8s-database-id98_pct	rfam-5.8s-database-id98_count	rfam-5s-database-id98_pct	rfam-5s-database-id98_count	silva-arc-16s-id95_pct	silva-arc-16s-id95_count	silva-arc-23s-id98_pct	silva-arc-23s-id98_count	silva-bac-16s-id90_pct	silva-bac-16s-id90_count	silva-bac-23s-id98_pct	silva-bac-23s-id98_count	silva-euk-18s-id95_pct	silva-euk-18s-id95_count	silva-euk-28s-id98_pct	silva-euk-28s-id98_count
RSS0001556_2	48198002	1731532	3.592538960432426	46466470	96.40746103956758	0.02	9639.600400000001	0.55	265089.011	0.03	14459.400599999999	0.26	125314.80519999999	1.59	766348.2318000001	0.11	53017.802200000006	0.33	159053.4066	0.7	337386.01399999997
RSS0001557_1																					
RSS0001557_2	53802162	1834739	3.4101584988350466	51967423	96.58984150116495	0.02	10760.4324	0.51	274391.0262	0.03	16140.648599999999	0.25	134505.405	1.48	796271.9976	0.12	64562.594399999994	0.33	177547.1346	0.68	365854.70160000003
RSS0001558_1																					
RSS0001558_2	32747050	1245631	3.8037960671266573	31501419	96.19620393287335	0.02	6549.410000000001	0.55	180108.77500000002	0.03	9824.115	0.25	81867.625	1.79	586172.195	0.11	36021.755000000005	0.35	114614.67499999999	0.69	225954.645
RSS0001559_1																					
RSS0001559_2	37561212	1330147	3.541278167488312	36231065	96.45872183251169	0.01	3756.1212	0.53	199074.4236	0.02	7512.2424	0.21	78878.5452	1.78	668589.5736	0.1	37561.212	0.27	101415.2724	0.61	229123.3932
RSS0001560_1																					
RSS0001560_2	34799260	1481535	4.257375013146832	33317725	95.74262498685316	0.03	10439.777999999998	0.46	160076.596	0.05	17399.63	0.34	118317.48400000001	1.87	650746.162	0.14	48718.96400000001	0.47	163556.52199999997	0.89	309713.414
RSS0001561_1																					
RSS0001561_2	105173834	9277740	8.821338585032471	95896094	91.17866141496754	0.12	126208.60079999999	0.42	441730.1028	0.18	189312.9012	0.91	957081.8894000001	2.47	2597793.6998000005	0.29	305004.1186	1.95	2050889.763	2.47	2597793.6998000005
RSS0001562_1																					
RSS0001562_2	48144892	2961894	6.152042048406714	45182998	93.84795795159329	0.04	19257.9568	0.49	235909.97079999998	0.06	28886.935199999996	0.36	173321.61119999998	3.5	1685071.2200000002	0.14	67402.8488	0.57	274425.8844	1.0	481448.92
RSS0001563_1																					
RSS0001563_2	55912138	3353879	5.998481045385887	52558259	94.00151895461411	0.04	22364.8552	0.5	279560.69	0.06	33547.28279999999	0.38	212466.1244	3.27	1828326.9126	0.14	78276.99320000001	0.56	313107.97280000005	1.05	587077.449
RSS0001564_1																					
RSS0001564_2	56068816	3026465	5.397768699092915	53042351	94.60223130090708	0.03	16820.6448	0.5	280344.08	0.05	28034.408	0.35	196240.85599999997	2.86	1603568.1376	0.13	72889.4608	0.51	285950.96160000004	0.96	538260.6336
RSS0001565_1																					
RSS0001565_2	38859636	2641445	6.797400263862483	36218191	93.20259973613751	0.08	31087.7088	0.61	237043.77959999998	0.17	66061.3812	0.61	237043.77959999998	2.74	1064754.0264	0.21	81605.2356	0.9	349736.72400000005	1.48	575122.6128
RSS0001566_1																					
RSS0001566_2	41764602	2596578	6.217174055675186	39168024	93.78282594432481	0.05	20882.301	0.56	233881.77120000005	0.09	37588.1418	0.48	200470.08959999998	2.81	1173585.3162	0.17	70999.82340000001	0.8	334116.816	1.26	526233.9852
RSS0001567_1																					
RSS0001567_2	47991580	4527036	9.432979701856034	43464544	90.56702029814396	0.13	62389.054	0.54	259154.532	0.26	124778.108	0.92	441522.53599999996	3.4	1631713.7200000002	0.3	143974.74	1.64	787061.9119999999	2.25	1079810.55
RSS0001568_1																					
RSS0001568_2	54929372	5152335	9.379927008814155	49777037	90.62007299118584	0.1	54929.372	0.52	285632.7344	0.21	115351.68119999999	0.81	444927.91320000007	4.06	2230132.5031999997	0.28	153802.2416	1.41	774504.1452	1.99	1093094.5028000001
RSS0001569_1																					
RSS0001569_2	69972598	4786279	6.840219081189468	65186319	93.15978091881053	0.07	48980.818600000006	0.48	335868.4704	0.11	76969.8578	0.55	384849.28900000005	2.9	2029205.342	0.18	125950.6764	1.1	769698.5780000001	1.45	1014602.671
RSS0001570_1																					
RSS0001570_2	45213184	6443777	14.251986765630132	38769407	85.74801323436986	0.28	126596.91520000002	0.46	207980.6464	0.37	167288.7808	1.61	727932.2624	3.21	1451343.2063999998	0.55	248672.51200000002	2.87	1297618.3808	4.91	2219967.3344
RSS0001571_1																					
RSS0001571_2	44855098	2381054	5.308324150802212	42474044	94.6916758491978	0.04	17942.0392	0.56	251188.54880000005	0.07	31398.568600000006	0.43	192876.9214	2.24	1004754.1952000002	0.15	67282.647	0.64	287072.6272	1.17	524804.6466
RSS0001572_1																					
RSS0001572_2	58636650	2887908	4.9250903658377485	55748742	95.07490963416225	0.04	23454.66	0.51	299046.91500000004	0.06	35181.99	0.41	240410.26499999996	2.08	1219642.3199999998	0.15	87954.975	0.59	345956.235	1.09	639139.485
RSS0001573_1																					
RSS0001573_2	69602068	4285451	6.1570742409550245	65316617	93.84292575904497	0.05	34801.034	0.45	313209.30600000004	0.07	48721.44760000001	0.46	320169.51279999997	2.93	2039340.5924000002	0.16	111363.3088	0.68	473294.06240000005	1.34	932667.7112
RSS0001574_1																					
RSS0001574_2	55469722	3927480	7.080403251344941	51542242	92.91959674865507	0.07	38828.805400000005	0.46	255160.7212	0.12	66563.66639999999	0.57	316177.41539999994	3.02	1675185.6044	0.19	105392.4718	1.11	615713.9142	1.53	848686.7466000001
RSS0001575_1																					
RSS0001575_2	47692858	2759885	5.78678887308452	44932973	94.21321112691548	0.06	28615.714799999998	0.49	233695.0042	0.09	42923.5722	0.49	233695.0042	2.35	1120782.163	0.17	81077.8586	0.83	395850.7214	1.31	624776.4398
RSS0001576_1																					
RSS0001576_2	49782068	3038875	6.1043566932574995	46743193	93.8956433067425	0.04	19912.8272	0.47	233975.71959999995	0.07	34847.44760000001	0.41	204106.47879999998	3.2	1593026.176	0.15	74673.102	0.68	338518.0624	1.08	537646.3344
RSS0001577_1																					
RSS0001577_2	72474354	4966747	6.853109722095625	67507607	93.14689027790438	0.08	57979.4832	0.5	362371.77	0.13	94216.6602	0.57	413103.81779999996	2.78	2014787.0411999999	0.19	137701.2726	1.13	818960.2002	1.48	1072620.4392000001
RSS0001578_1																					
RSS0001578_2	43515016	2341482	5.380859793318242	41173534	94.61914020668176	0.04	17406.006400000002	0.49	213223.5784	0.06	26109.009599999998	0.38	165357.0608	2.71	1179256.9335999999	0.13	56569.5208	0.55	239332.58800000002	1.01	439501.6616
RSS0001579_1																					
RSS0001579_2	47505826	2407516	5.067833153769392	45098310	94.9321668462306	0.04	19002.330400000003	0.54	256531.4604	0.07	33254.0782	0.4	190023.304	2.16	1026125.8416	0.15	71258.739	0.62	294536.1212	1.09	517813.5034
RSS0001580_1																					
RSS0001580_2	65060190	3111306	4.782196301609325	61948884	95.21780369839068	0.03	19518.056999999997	0.53	344819.007	0.06	39036.113999999994	0.39	253734.741	2.04	1327227.8760000002	0.14	91084.26600000002	0.53	344819.007	1.06	689638.014
RSS0001581_1																					
RSS0001581_2	64686138	5062873	7.826828369317705	59623265	92.17317163068229	0.13	84091.9794	0.49	316962.0762	0.28	181121.18640000004	0.9	582175.2420000001	2.28	1474843.9463999998	0.3	194058.414	1.34	866794.2492000001	2.1	1358408.898
RSS0001582_1																					
RSS0001582_2	55294054	4277495	7.7359041172853775	51016559	92.26409588271463	0.1	55294.054000000004	0.51	281999.6754	0.17	93999.89180000001	0.73	403646.5942	2.53	1398939.5662	0.23	127176.3242	1.53	845999.0262000001	1.95	1078234.053
RSS0001583_1																					
RSS0001583_2	41967280	4767439	11.359895137354625	37199841	88.64010486264537	0.19	79737.832	0.5	209836.4	0.4	167869.12	1.21	507804.088	3.67	1540199.1759999997	0.38	159475.664	2.13	893903.064	2.88	1208657.6639999999
RSS0001584_1																					
RSS0001584_2	51123052	5267592	10.30375103583409	45855460	89.69624896416592	0.16	81796.88320000001	0.47	240278.34439999997	0.33	168706.0716	1.09	557241.2668	3.5	1789306.82	0.36	184042.9872	1.8	920214.9360000001	2.59	1324087.0468
RSS0001585_1																					
RSS0001585_2	70756764	3900570	5.512646112532789	66856194	94.48735388746721	0.06	42454.058399999994	0.5	353783.82	0.1	70756.764	0.49	346708.1436	1.99	1408059.6036	0.17	120286.49880000002	0.92	650962.2288	1.28	905686.5792
RSS0001586_1																					
RSS0001586_2	49812930	3113566	6.250517686873669	46699364	93.74948231312634	0.05	24906.465	0.49	244083.357	0.08	39850.344000000005	0.45	224158.18500000003	3.12	1554163.4160000002	0.16	79700.68800000001	0.73	363634.389	1.18	587792.574
RSS0001587_1																					
RSS0001587_2	58955754	2395454	4.063138603909637	56560300	95.93686139609036	0.03	17686.726199999997	0.5	294778.77	0.04	23582.301600000003	0.33	194553.9882	1.67	984561.0917999999	0.13	76642.48019999999	0.45	265300.89300000004	0.91	536497.3614
RSS0001588_1																					
RSS0001588_2	59730928	3009275	5.038051643865303	56721653	94.9619483561347	0.04	23892.3712	0.56	334493.19680000003	0.06	35838.5568	0.4	238923.712	2.18	1302134.2304	0.15	89596.392	0.6	358385.568	1.05	627174.7440000001
RSS0001589_1																					
RSS0001589_2	66241208	5674753	8.566801801078265	60566455	91.43319819892174	0.12	79489.44959999999	0.48	317957.79839999997	0.25	165603.02	0.85	563050.268	3.27	2166087.5016	0.29	192099.50319999998	1.26	834639.2208	2.04	1351320.6432
RSS0001590_1																					
RSS0001590_2	63609894	6059066	9.525351512140547	57550828	90.47464848785945	0.14	89053.85160000001	0.47	298966.50179999997	0.22	139941.7668	1.12	712430.8128000001	1.98	1259475.9012	0.32	203551.6608	2.18	1386695.6892	3.09	1965545.7245999998
RSS0001591_1																					
RSS0001591_2	50922538	5115767	10.04617444637186	45806771	89.95382555362814	0.16	81476.0608	0.52	264797.1976	0.32	162952.1216	1.06	539778.9028	3.34	1700812.7692	0.34	173136.62920000002	1.83	931882.4454	2.49	1267971.1962000001
RSS0001592_1																					
RSS0001592_2	55951354	5837038	10.432344496971423	50114316	89.56765550302858	0.18	100712.4372	0.48	268566.49919999996	0.31	173449.1974	1.03	576298.9462	3.72	2081390.3688000003	0.35	195829.73899999997	1.79	1001529.2366	2.57	1437949.7977999998
RSS0001593_1																					
RSS0001593_2	77137580	3942903	5.111520221401812	73194677	94.8884797785982	0.04	30855.032000000003	0.48	370260.38399999996	0.07	53996.30600000001	0.37	285409.04600000003	2.34	1805019.3719999997	0.13	100278.85399999999	0.66	509108.028	1.02	786803.3160000001
RSS0001594_1																					
RSS0001594_2	51718268	2477945	4.791237401840294	49240323	95.20876259815971	0.03	15515.480399999999	0.49	253419.5132	0.06	31030.960799999997	0.35	181013.938	2.16	1117114.5888	0.13	67233.7484	0.58	299965.9544	0.97	501667.1996
RSS0001595_1																					
RSS0001595_2	70119064	3278154	4.6751251556923235	66840910	95.32487484430767	0.04	28047.625600000003	0.48	336571.5072	0.06	42071.4384	0.37	259440.5368	2.0	1402381.28	0.13	91154.78319999999	0.57	399678.66479999997	1.02	715214.4528000001
RSS0001596_1																					
RSS0001596_2	73928132	3445419	4.660497846746622	70482713	95.33950215325338	0.03	22178.439599999998	0.48	354855.03359999997	0.04	29571.252800000002	0.31	229177.20919999998	2.36	1744703.9152	0.12	88713.75839999999	0.42	310498.1544	0.89	657960.3748
RSS0001597_1																					
RSS0001597_2	47469980	2581257	5.437661865456864	44888723	94.56233813454314	0.05	23734.99	0.58	275325.88399999996	0.08	37975.984000000004	0.44	208867.912	2.25	1068074.55	0.16	75951.96800000001	0.64	303807.87200000003	1.22	579133.7559999999
RSS0001598_1																					
RSS0001598_2	61717940	2747006	4.4509035784408875	58970934	95.54909642155911	0.03	18515.381999999998	0.5	308589.7	0.05	30858.97	0.37	228356.378	1.85	1141781.8900000001	0.14	86405.11600000001	0.52	320933.288	1.0	617179.4
RSS0001599_1																					
RSS0001599_2	66009470	5041153	7.637014810147695	60968317	92.36298518985231	0.08	52807.576	0.52	343249.244	0.15	99014.205	0.63	415859.661	3.19	2105702.093	0.21	138619.887	1.19	785512.693	1.66	1095757.202
RSS0001600_1																					
RSS0001600_2	49664348	3292058	6.628614151946584	46372290	93.37138584805341	0.06	29798.608799999998	0.57	283086.78359999997	0.1	49664.348	0.51	253288.1748	2.95	1465098.266	0.19	94362.2612	0.87	432079.82759999996	1.38	685368.0024
RSS0001601_1																					
RSS0001601_2	65314714	5043239	7.7214439000682145	60271475	92.27855609993179	0.12	78377.6568	0.5	326573.57	0.17	111035.01380000002	0.82	535580.6547999999	1.86	1214853.6804000002	0.29	189412.67059999998	1.56	1018909.5384000001	2.4	1567553.136
RSS0001602_1																					
RSS0001602_2	53518740	2745965	5.130847624589069	50772775	94.86915237541092	0.05	26759.37	0.45	240834.33000000002	0.09	48166.866	0.46	246186.204	1.97	1054319.1779999998	0.16	85629.98400000001	0.77	412094.298	1.19	636873.0059999999
RSS0001603_1																					
RSS0001603_2	58789594	2541668	4.323329737572265	56247926	95.67667026242773	0.04	23515.837600000003	0.49	288069.0106	0.06	35273.7564	0.36	211642.5384	1.69	993544.1386	0.13	76426.47219999999	0.57	335100.6858	0.99	582016.9805999999
RSS0001604_1																					
RSS0001604_2	50173906	2088669	4.1628590765885365	48085237	95.83714092341147	0.03	15052.171799999998	0.54	270939.0924	0.05	25086.953	0.34	170591.28040000002	1.68	842921.6207999999	0.13	65226.0778	0.47	235817.35819999996	0.92	461599.9352
RSS0001605_1																					
RSS0001605_2	51730360	3592336	6.944347574615757	48138024	93.05565242538424	0.08	41384.288	0.55	284516.98000000004	0.17	87941.61200000001	0.67	346593.412	2.61	1350162.396	0.23	118979.828	0.99	512130.56399999995	1.63	843204.8679999999
RSS0001606_1																					
RSS0001606_2	67680230	2837530	4.19255371915846	64842700	95.80744628084153	0.02	13536.046	0.5	338401.15	0.04	27072.092	0.29	196272.667	2.03	1373908.669	0.12	81216.276	0.4	270720.92	0.8	541441.84
RSS0001607_1																					
RSS0001607_2	48576252	3848046	7.921660979525551	44728206	92.07833902047446	0.11	53433.8772	0.54	262311.7608	0.22	106867.7544	0.78	378894.76560000004	2.77	1345562.1804	0.26	126298.2552	1.31	636348.9012000001	1.92	932664.0384
RSS0001608_1																					
RSS0001608_2	47254272	4032564	8.533755424271481	43221708	91.46624457572852	0.11	51979.6992	0.55	259898.496	0.22	103959.3984	0.77	363857.8944	3.28	1549940.1215999997	0.27	127586.5344	1.37	647383.5264	1.96	926183.7311999999
RSS0001609_1																					
RSS0001609_2	83152934	4546244	5.467328428844135	78606690	94.53267157115587	0.06	49891.7604	0.5	415764.67	0.11	91468.2274	0.5	415764.67	1.9	1579905.746	0.17	141359.9878	0.95	789952.873	1.29	1072672.8486
RSS0001610_1																					
RSS0001610_2	54517222	2925245	5.365726448790806	51591977	94.63427355120919	0.05	27258.611	0.49	267134.38779999997	0.08	43613.7776	0.43	234424.0546	2.27	1237540.9394	0.15	81775.833	0.77	419782.6094	1.13	616044.6085999999
RSS0001611_1																					
RSS0001611_2	57216430	2398333	4.191685849676395	54818097	95.80831415032361	0.04	22886.572	0.49	280360.507	0.06	34329.858	0.37	211700.791	1.53	875411.3790000001	0.13	74381.359	0.59	337576.937	0.98	560721.014
RSS0001612_1																					
RSS0001612_2	65234898	3077616	4.717744787460234	62157282	95.28225521253977	0.04	26093.9592	0.49	319651.0002	0.07	45664.42860000001	0.4	260939.592	1.91	1245986.5518	0.14	91328.85720000001	0.6	391409.38800000004	1.06	691489.9188
RSS0001613_1																					
RSS0001613_2	68477466	2771182	4.046852434638864	65706284	95.95314756536114	0.03	20543.2398	0.51	349235.07660000003	0.04	27390.9864	0.31	212280.1446	1.75	1198355.655	0.12	82172.9592	0.43	294453.1038	0.85	582058.461
RSS0001614_1																					
RSS0001614_2	52900086	2013648	3.806511770132094	50886438	96.19348822986791	0.03	15870.0258	0.49	259210.4214	0.05	26450.043	0.34	179860.2924	1.41	745891.2126	0.12	63480.1032	0.46	243340.3956	0.9	476100.77400000003
RSS0001615_1																					
RSS0001615_2	50048538	2880160	5.754733534873686	47168378	94.2452664651263	0.06	30029.122799999997	0.54	270262.1052	0.1	50048.538	0.5	250242.69	2.13	1066033.8594	0.17	85082.51460000001	0.93	465451.40340000007	1.33	665645.5554000001
RSS0001616_1																					
RSS0001616_2	55911162	2838893	5.077506706084914	53072269	94.9224932939151	0.04	22364.4648	0.49	273964.6938	0.07	39137.81340000001	0.4	223644.64800000002	2.16	1207681.0992	0.15	83866.743	0.67	374604.7854	1.09	609431.6658
RSS0001617_1																					
RSS0001617_2	79110510	4166493	5.266674427961594	74944017	94.73332557203841	0.05	39555.255	0.49	387641.499	0.09	71199.459	0.45	355997.29500000004	1.97	1558477.0469999998	0.16	126576.816	0.84	664528.284	1.2	949326.12
RSS0001618_1																					
RSS0001618_2	70470774	3798079	5.389580367032722	66672695	94.61041963296728	0.06	42282.4644	0.48	338259.7152	0.09	63423.696599999996	0.47	331212.63779999997	2.05	1444650.8669999999	0.16	112753.2384	0.83	584907.4242	1.25	880884.675
RSS0001619_1																					
RSS0001619_2	64318842	3074000	4.77931490122288	61244842	95.22068509877712	0.05	32159.421000000002	0.5	321594.21	0.08	51455.0736	0.45	289434.78900000005	1.66	1067692.7772	0.16	102910.1472	0.7	450231.894	1.18	758962.3356
RSS0001620_1																					
RSS0001620_2	74714504	3239229	4.335475478763802	71475275	95.66452452123619	0.04	29885.801600000003	0.48	358629.61919999996	0.06	44828.702399999995	0.38	283915.1152	1.62	1210374.9648000002	0.14	104600.30560000002	0.57	425872.67279999994	1.05	784502.292
RSS0001621_1																					
RSS0001621_2	67578540	2897781	4.288019539930872	64680759	95.71198046006913	0.03	20273.561999999998	0.5	337892.7	0.06	40547.123999999996	0.36	243282.744	1.71	1155593.034	0.13	87852.102	0.54	364924.11600000004	0.96	648753.9839999999
RSS0001622_1																					
RSS0001622_2	64558426	2746144	4.253734438940627	61812282	95.74626556105937	0.03	19367.5278	0.52	335703.8152	0.06	38735.0556	0.37	238866.17620000002	1.62	1045846.5012000002	0.14	90381.7964	0.54	348615.5004	0.98	632672.5748
RSS0001623_1																					
RSS0001623_2	51401620	3273861	6.369178636782265	48127759	93.63082136321773	0.08	41121.296	0.52	267288.424	0.13	66822.106	0.6	308409.72000000003	1.93	992051.2659999998	0.2	102803.24	1.22	627099.764	1.68	863547.2159999999
RSS0001624_1																					
RSS0001624_2	52118768	2774658	5.323721389576976	49344110	94.67627861042303	0.05	26059.384000000002	0.49	255381.9632	0.08	41695.0144	0.44	229322.5792	2.19	1141401.0192	0.15	78178.152	0.75	390890.76	1.16	604577.7087999999
RSS0001625_1																					
RSS0001625_2	83870582	4069417	4.852019507865106	79801165	95.14798049213489	0.05	41935.291	0.5	419352.91000000003	0.09	75483.5238	0.44	369030.56080000004	1.59	1333542.2538	0.17	142579.98940000002	0.85	712899.947	1.16	972898.7511999999
RSS0001626_1																					
RSS0001626_2	56735566	2909103	5.127476828203318	53826463	94.87252317179669	0.06	34041.3396	0.48	272330.7168	0.1	56735.566	0.5	283677.83	1.64	930463.2823999999	0.17	96450.46220000001	0.9	510620.09400000004	1.29	731888.8014
RSS0001627_1																					
RSS0001627_2	63092328	2799198	4.436669383954258	60293130	95.56333061604573	0.03	18927.698399999997	0.49	309152.4072	0.06	37855.396799999995	0.39	246060.0792	1.74	1097806.5071999999	0.14	88329.25920000001	0.55	347007.80400000006	1.04	656160.2112
RSS0001628_1																					
RSS0001628_2	64851730	3059088	4.717049182805146	61792642	95.28295081719486	0.04	25940.692000000003	0.49	317773.477	0.07	45396.211	0.38	246436.574	1.98	1284064.254	0.13	84307.249	0.61	395595.55299999996	1.02	661487.6460000001
RSS0001629_1																					
RSS0001629_2	59214628	2598544	4.388348095338874	56616084	95.61165190466112	0.03	17764.3884	0.5	296073.14	0.05	29607.314000000002	0.33	195408.2724	1.94	1148763.7832	0.12	71057.5536	0.51	301994.6028	0.91	538853.1148
RSS0001630_1																					
RSS0001630_2	80677956	3799134	4.709011219867791	76878822	95.29098878013221	0.05	40338.978	0.49	395321.9844	0.07	56474.569200000005	0.43	346915.2108	1.69	1363457.4563999998	0.15	121016.93400000001	0.66	532474.5096	1.17	943932.0851999999
RSS0001631_1																					
RSS0001631_2	52836420	2533571	4.7951223796010405	50302849	95.20487762039896	0.04	21134.568	0.49	258898.45799999998	0.07	36985.494000000006	0.41	216629.322	1.83	966906.486	0.14	73970.98800000001	0.7	369854.93999999994	1.11	586484.262
RSS0001632_1																					
RSS0001632_2	70032762	3922751	5.60130842761849	66110011	94.39869157238151	0.07	49022.93340000001	0.53	371173.6386	0.11	77036.03820000001	0.53	371173.6386	1.84	1288602.8207999999	0.17	119055.69540000001	1.0	700327.62	1.35	945442.2870000001
RSS0001633_1																					
RSS0001633_2	71945040	3693981	5.134448462326242	68251059	94.86555153767375	0.04	28778.016	0.47	338141.68799999997	0.08	57556.032	0.45	323752.68000000005	1.89	1359761.256	0.17	122306.56800000001	0.82	589949.328	1.2	863340.48
RSS0001634_1																					
RSS0001634_2	65030114	3194024	4.91160756691892	61836090	95.08839243308108	0.06	39018.0684	0.53	344659.6042	0.09	58527.1026	0.46	299138.5244	1.52	988457.7328	0.16	104048.1824	0.86	559258.9804	1.23	799870.4022
RSS0001635_1																					
RSS0001635_2	65537978	2973806	4.537530895445081	62564172	95.46246910455491	0.04	26215.1912	0.49	321136.0922	0.06	39322.786799999994	0.41	268705.70979999995	1.71	1120699.4238	0.15	98306.967	0.59	386674.0702	1.09	714363.9602
RSS0001636_1																					
RSS0001636_2	72959578	2830485	3.8795249062432897	70129093	96.12047509375671	0.03	21887.873399999997	0.47	342910.0166	0.04	29183.8312	0.33	240766.6074	1.58	1152761.3324000002	0.12	87551.49359999999	0.43	313726.1854	0.88	642044.2864
RSS0001637_1																					
RSS0001637_2	50969300	2064262	4.0500104965145685	48905038	95.94998950348543	0.04	20387.72	0.5	254846.5	0.06	30581.579999999998	0.39	198780.27000000002	1.31	667697.8300000001	0.14	71357.02	0.56	285428.08	1.05	535177.65
RSS0001638_1																					
RSS0001638_2	60604588	2309580	3.810899597238414	58295008	96.18910040276158	0.03	18181.376399999997	0.49	296962.4812	0.05	30302.294	0.35	212116.058	1.31	793920.1028	0.13	78785.9644	0.5	303022.94	0.95	575743.586
RSS0001639_1																					
RSS0001639_2	56118970	2288872	4.078606574568279	53830098	95.92139342543172	0.03	16835.691	0.47	263759.159	0.05	28059.485	0.33	185192.601	1.7	954022.4900000001	0.12	67342.764	0.48	269371.056	0.89	499458.833
RSS0001640_1																					
RSS0001640_2	49157468	2087957	4.247486872187965	47069511	95.75251312781204	0.03	14747.240399999999	0.53	260534.5804	0.06	29494.480799999998	0.37	181882.63160000002	1.6	786519.488	0.13	63904.708399999996	0.54	265450.3272	0.98	481743.1864
RSS0001641_1																					
RSS0001641_2	93165356	4452723	4.779376359598733	88712633	95.22062364040127	0.03	27949.606799999998	0.44	409927.5664	0.06	55899.213599999995	0.36	335395.2816	2.15	2003055.1539999999	0.16	149064.56960000002	0.58	540359.0647999999	1.01	940970.0956
RSS0001642_1																					
RSS0001642_2	60139148	2674730	4.4475688282115335	57464418	95.55243117178847	0.04	24055.659200000002	0.49	294681.82519999996	0.07	42097.403600000005	0.44	264612.2512	1.45	872017.646	0.15	90208.72200000001	0.65	390904.46200000006	1.16	697614.1168
RSS0001643_1																					
RSS0001643_2	42690536	1929693	4.520189205401403	40760843	95.47981079459859	0.04	17076.2144	0.55	234797.94800000003	0.07	29883.375200000006	0.42	179300.2512	1.55	661703.308	0.15	64035.804000000004	0.61	260412.26959999997	1.12	478134.0032000001
RSS0001644_1																					
RSS0001644_2	64470242	2733167	4.239424136177432	61737075	95.76057586382257	0.03	19341.0726	0.49	315904.1858	0.05	32235.121	0.35	225645.84699999998	1.78	1147570.3076	0.13	83811.3146	0.49	315904.1858	0.93	599573.2506
RSS0001645_1																					
RSS0001645_2	38041558	1715979	4.510801056045076	36325579	95.48919894395492	0.04	15216.6232	0.54	205424.4132	0.07	26629.090600000003	0.4	152166.232	1.62	616273.2396000001	0.14	53258.181200000006	0.63	239661.8154	1.05	399436.359
RSS0001646_1																					
RSS0001646_2	55326494	1987112	3.59161019673504	53339382	96.40838980326495	0.03	16597.9482	0.48	265567.1712	0.05	27663.247	0.32	177044.7808	1.26	697113.8244	0.12	66391.7928	0.47	260034.52179999996	0.87	481340.49779999995
RSS0001647_1																					
RSS0001647_2	41173138	1970627	4.786195795909459	39202511	95.21380420409054	0.04	16469.2552	0.56	230569.57280000002	0.08	32938.5104	0.42	172927.1796	1.88	774054.9943999999	0.16	65877.0208	0.6	247038.828	1.04	428200.63519999996
RSS0001648_1																					
RSS0001648_2	42612780	2372269	5.567036461831404	40240511	94.43296353816861	0.05	21306.39	0.55	234370.29000000004	0.09	38351.502	0.46	196018.788	2.33	992877.7740000001	0.17	72441.72600000001	0.76	323857.128	1.17	498569.52599999995
RSS0001649_1																					
RSS0001649_2	175727524	39700616	22.592144415578293	136026908	77.40785558442171	0.21	369027.80039999995	0.25	439318.81	0.25	439318.81	0.98	1722129.7352	7.29	12810536.4996	0.76	1335529.1824	4.37	7679292.798800001	8.46	14866548.530400002
RSS0001650_1																					
RSS0001650_2	76885846	3659038	4.759052791068983	73226808	95.24094720893102	0.04	30754.3384	0.44	338297.7224	0.06	46131.5076	0.4	307543.384	1.7	1307059.382	0.17	130705.9382	0.66	507446.5836	1.29	991827.4134
RSS0001651_1																					
RSS0001651_2	64331766	2433585	3.782866772225715	61898181	96.21713322777428	0.02	12866.353200000001	0.45	289492.94700000004	0.04	25732.706400000003	0.27	173695.76820000002	1.74	1119372.7284	0.11	70764.94260000001	0.39	250893.8874	0.75	482488.245
RSS0001652_1																					
RSS0001652_2	60454580	13542416	22.400976071622697	46912164	77.5990239283773	0.53	320409.274	0.39	235772.86200000002	0.72	435272.97599999997	3.14	1898273.8120000002	1.86	1124455.188	1.03	622682.174	6.11	3693774.838	8.62	5211184.796
RSS0001653_1																					
RSS0001653_2	53493888	2158091	4.0342758410082284	51335797	95.96572415899178	0.02	10698.777600000001	0.49	262120.0512	0.03	16048.166399999998	0.26	139084.1088	2.04	1091275.3152	0.11	58843.27680000001	0.36	192577.9968	0.73	390505.3824
RSS0001654_1																					
RSS0001654_2	56591752	2419542	4.275432221995884	54172210	95.72456777800411	0.02	11318.350400000001	0.47	265981.23439999996	0.04	22636.700800000002	0.26	147138.5552	2.22	1256336.8944	0.11	62250.927200000006	0.39	220707.8328	0.77	435756.4904
RSS0001655_1																					
RSS0001655_2	66762572	2783194	4.168793856533867	63979378	95.83120614346613	0.02	13352.5144	0.44	293755.31680000003	0.03	20028.7716	0.25	166906.43	2.27	1515510.3844	0.11	73438.82920000001	0.34	226992.74480000001	0.71	474014.26119999995
RSS0001656_1																					
RSS0001656_2	64297928	3237366	5.034946071668126	61060562	94.96505392833188	0.02	12859.5856	0.45	289340.67600000004	0.04	25719.1712	0.27	173604.4056	2.9	1864639.9119999998	0.12	77157.51359999999	0.47	302200.26159999997	0.76	488664.2528
RSS0001657_1																					
RSS0001657_2	49230114	3079731	6.255786854363164	46150383	93.74421314563683	0.03	14769.034199999998	0.52	255996.59279999998	0.07	34461.07980000001	0.42	206766.47879999998	3.37	1659054.8418	0.16	78768.1824	0.61	300303.69539999997	1.08	531685.2312
RSS0001658_1																					
RSS0001658_2	70741032	4192591	5.926674917606517	66548441	94.07332508239348	0.04	28296.412800000002	0.49	346631.05679999996	0.07	49518.722400000006	0.38	268815.9216	3.14	2221268.4048	0.13	91963.3416	0.64	452742.60480000003	1.03	728632.6296
