Sample	total	rRNA	rRNA_pct	non_rRNA	non_rRNA_pct	rfam-5.8s-database-id98_pct	rfam-5.8s-database-id98_count	rfam-5s-database-id98_pct	rfam-5s-database-id98_count	silva-arc-16s-id95_pct	silva-arc-16s-id95_count	silva-arc-23s-id98_pct	silva-arc-23s-id98_count	silva-bac-16s-id90_pct	silva-bac-16s-id90_count	silva-bac-23s-id98_pct	silva-bac-23s-id98_count	silva-euk-18s-id95_pct	silva-euk-18s-id95_count	silva-euk-28s-id98_pct	silva-euk-28s-id98_count
RSS0001764_2	50107632	3428679	6.842628284649333	46678953	93.15737171535066	0.07	35075.34240000001	0.56	280602.73920000007	0.1	50107.632	0.56	280602.73920000007	2.96	1483185.9072	0.19	95204.5008	0.9	450968.688	1.5	751614.48
RSS0001765_1																					
RSS0001765_2	47945192	3139654	6.548423041042363	44805538	93.45157695895765	0.07	33561.6344	0.58	278082.1136	0.12	57534.23039999999	0.58	278082.1136	2.46	1179451.7232000001	0.2	95890.384	1.0	479451.92	1.54	738355.9568
RSS0001766_1																					
RSS0001766_2	47112906	2680034	5.688534687289296	44432872	94.31146531271071	0.06	28267.743599999998	0.58	273254.8548	0.1	47112.906	0.51	240275.8206	1.91	899856.5046	0.19	89514.5214	0.85	400459.701	1.5	706693.59
RSS0001767_1																					
RSS0001767_2	54002332	3254416	6.026436043539749	50747916	93.97356395646025	0.07	37801.6324	0.51	275411.8932	0.11	59402.565200000005	0.53	286212.3596	2.29	1236653.4028	0.19	102604.4308	0.86	464420.0552	1.47	793834.2803999999
RSS0001768_1																					
RSS0001768_2	61801602	6071683	9.824475100176205	55729919	90.17552489982378	0.06	37080.9612	0.51	315188.17020000005	0.11	67981.7622	0.54	333728.6508	6.01	3714276.2802	0.2	123603.204	1.0	618016.02	1.4	865222.428
RSS0001769_1																					
RSS0001769_2	54806378	2852353	5.204417996752129	51954025	94.79558200324787	0.03	16441.913399999998	0.51	279512.52780000004	0.05	27403.189000000002	0.37	202783.5986	2.62	1435927.1036	0.13	71248.2914	0.5	274031.89	0.99	542583.1422
RSS0001770_1																					
RSS0001770_2	54636520	2613520	4.783467175435039	52023000	95.21653282456496	0.03	16390.956	0.51	278646.25200000004	0.05	27318.260000000002	0.34	185764.168	2.34	1278494.5679999997	0.13	71027.476	0.46	251327.992	0.93	508119.63600000006
RSS0001771_1																					
RSS0001771_2	55964044	2443284	4.365810304916493	53520760	95.6341896950835	0.03	16789.2132	0.5	279820.22000000003	0.05	27982.022	0.33	184681.3452	1.96	1096895.2624	0.13	72753.2572	0.45	251838.19800000003	0.92	514869.2048
RSS0001772_1																					
RSS0001772_2	52578616	2886185	5.4892753358133275	49692431	94.51072466418667	0.03	15773.584799999999	0.51	268150.9416	0.05	26289.308	0.33	173509.4328	3.07	1614163.5111999998	0.13	68352.20079999999	0.43	226088.0488	0.94	494238.99039999995
RSS0001773_1																					
RSS0001773_2	59409948	2843069	4.785509995733374	56566879	95.21449000426662	0.02	11881.9896	0.47	279226.7556	0.04	23763.9792	0.3	178229.844	2.62	1556540.6376	0.11	65350.942800000004	0.38	225757.8024	0.84	499043.5632
RSS0001774_1																					
RSS0001774_2	44511110	2514459	5.6490593022730735	41996651	94.35094069772693	0.03	13353.332999999999	0.55	244811.105	0.06	26706.665999999997	0.38	169142.218	2.89	1286371.0790000001	0.14	62315.55400000001	0.55	244811.105	1.05	467366.655
RSS0001775_1																					
RSS0001775_2	39642528	1654737	4.174146008044693	37987791	95.8258539919553	0.03	11892.758399999999	0.56	221998.15680000003	0.05	19821.264	0.33	130820.3424	1.72	681851.4816	0.12	47571.033599999995	0.46	182355.6288	0.91	360747.0048
RSS0001776_1																					
RSS0001776_2	60059374	3372432	5.615163421450247	56686942	94.38483657854975	0.04	24023.749600000003	0.49	294290.9326	0.08	48047.499200000006	0.45	270267.183	2.44	1465448.7255999998	0.17	102100.9358	0.75	450445.305	1.2	720712.488
RSS0001777_1																					
RSS0001777_2	61851502	2654315	4.291431758601432	59197187	95.70856824139857	0.02	12370.3004	0.51	315442.66020000004	0.04	24740.6008	0.31	191739.6562	2.01	1243215.1901999998	0.12	74221.8024	0.41	253591.15819999998	0.87	538108.0673999999
RSS0001778_1																					
RSS0001778_2	51486538	2649417	5.14584414279321	48837121	94.85415585720679	0.03	15445.961399999998	0.51	262581.34380000003	0.05	25743.269	0.33	169905.5754	2.71	1395285.1798	0.13	66932.4994	0.46	236838.0748	0.93	478824.80340000003
RSS0001779_1																					
RSS0001779_2	62900316	3302349	5.250131016829868	59597967	94.74986898317013	0.03	18870.0948	0.48	301921.5168	0.05	31450.158	0.36	226441.1376	2.68	1685728.4688000001	0.14	88060.44240000001	0.49	308211.54839999997	1.02	641583.2232
RSS0001780_1																					
RSS0001780_2	53163408	2520108	4.740305587632757	50643300	95.25969441236725	0.02	10632.6816	0.49	260500.6992	0.04	21265.3632	0.29	154173.88319999998	2.56	1360983.2448	0.12	63796.08959999999	0.38	202020.9504	0.84	446572.6272
RSS0001781_1																					
RSS0001781_2	53674556	2297282	4.2800204998435385	51377274	95.71997950015646	0.02	10734.9112	0.5	268372.78	0.04	21469.8224	0.32	171758.5792	1.97	1057388.7532	0.12	64409.46719999999	0.41	220065.67959999997	0.89	477703.54839999997
RSS0001782_1																					
RSS0001782_2	60789028	2552233	4.1985093099366555	58236795	95.80149069006335	0.03	18236.7084	0.49	297866.2372	0.05	30394.514	0.33	200603.7924	1.8	1094202.5040000002	0.12	72946.8336	0.49	297866.2372	0.9	547101.2520000001
RSS0001783_1																					
RSS0001783_2	60307828	2855442	4.734778377360896	57452386	95.2652216226391	0.03	18092.3484	0.48	289477.5744	0.05	30153.914	0.33	199015.83239999998	2.33	1405172.3924	0.12	72369.3936	0.48	289477.5744	0.91	548801.2348
RSS0001784_1																					
RSS0001784_2	68417184	3745199	5.4740618964966465	64671985	94.52593810350335	0.04	27366.873600000003	0.49	335244.2016	0.07	47892.02880000001	0.4	273668.73600000003	2.62	1792530.2208	0.15	102625.776	0.64	437869.97760000004	1.06	725222.1504
RSS0001785_1																					
RSS0001785_2	65715062	3214733	4.891927211451159	62500329	95.10807278854884	0.03	19714.5186	0.52	341718.3224	0.05	32857.531	0.31	203716.6922	2.55	1675734.081	0.12	78858.0744	0.43	282574.7666	0.88	578292.5456000001
RSS0001786_1																					
RSS0001786_2	66817210	2687457	4.022102988137338	64129753	95.97789701186267	0.02	13363.442000000001	0.49	327404.32899999997	0.04	26726.884000000002	0.27	180406.467	1.97	1316299.037	0.11	73498.93100000001	0.37	247223.67700000003	0.76	507810.796
RSS0001787_1																					
RSS0001787_2	55336876	2712525	4.90183977859538	52624351	95.09816022140461	0.02	11067.3752	0.47	260083.31719999996	0.04	22134.7504	0.29	160476.9404	2.75	1521764.09	0.11	60870.5636	0.39	215813.8164	0.83	459296.0708
RSS0001788_1																					
RSS0001788_2	64891148	2882375	4.4418616234066315	62008773	95.55813837659338	0.02	12978.2296	0.48	311477.51039999997	0.04	25956.4592	0.28	181695.21440000003	2.35	1524941.9780000001	0.11	71380.26280000001	0.37	240097.2476	0.79	512640.0692
RSS0001789_1																					
RSS0001789_2	53024050	3458558	6.522621338807578	49565492	93.47737866119242	0.08	42419.240000000005	0.5	265120.25	0.12	63628.85999999999	0.57	302237.08499999996	2.42	1283182.01	0.18	95443.29	1.14	604474.1699999999	1.51	800663.155
RSS0001790_1																					
RSS0001790_2	61728776	3122352	5.058179024965601	58606424	94.9418209750344	0.04	24691.510400000003	0.48	296298.1248	0.06	37037.2656	0.36	222223.5936	2.43	1500009.2568	0.13	80247.40879999999	0.58	358026.9008	0.98	604942.0048
RSS0001791_1																					
RSS0001791_2	58997220	3212857	5.445776936608199	55784363	94.5542230633918	0.04	23598.888000000003	0.51	300885.82200000004	0.07	41298.054000000004	0.39	230089.15800000002	2.62	1545727.164	0.15	88495.83	0.6	353983.32	1.07	631270.2540000001
RSS0001792_1																					
RSS0001792_2	53837444	2980484	5.536080056103704	50856960	94.4639199438963	0.04	21534.977600000002	0.48	258419.73119999998	0.07	37686.21080000001	0.41	220733.52039999998	2.54	1367471.0776	0.15	80756.166	0.69	371478.3636	1.14	613746.8616
RSS0001793_1																					
RSS0001793_2	65708502	2964344	4.5113553189814	62744158	95.4886446810186	0.03	19712.5506	0.5	328542.51	0.05	32854.251000000004	0.33	216838.0566	2.12	1393020.2424	0.13	85421.0526	0.44	289117.40880000003	0.92	604518.2184
RSS0001794_1																					
RSS0001794_2	63411154	2658983	4.193241775729235	60752171	95.80675822427077	0.02	12682.230800000001	0.51	323396.8854	0.04	25364.461600000002	0.31	196574.57739999998	1.88	1192129.6951999997	0.12	76093.3848	0.42	266326.8468	0.88	558018.1552
RSS0001795_1																					
RSS0001795_2	61832052	2515861	4.068862214050409	59316191	95.93113778594959	0.03	18549.615599999997	0.5	309160.26	0.05	30916.026	0.33	204045.7716	1.68	1038778.4735999999	0.13	80381.6676	0.44	272061.02880000003	0.91	562671.6732000001
RSS0001796_1																					
RSS0001796_2	57596740	2391078	4.151412041723194	55205662	95.84858795827681	0.02	11519.348	0.49	282224.026	0.04	23038.696	0.29	167030.546	2.0	1151934.8	0.12	69116.08799999999	0.38	218867.612	0.82	472293.2679999999
RSS0001797_1																					
RSS0001797_2	53495522	5031762	9.40594990361997	48463760	90.59405009638003	0.15	80243.283	0.48	256778.50559999997	0.24	128389.25279999999	1.11	593800.2942	2.05	1096658.201	0.32	171185.6704	2.16	1155503.2752	2.89	1546020.5858
RSS0001798_1																					
RSS0001798_2	45769504	2480886	5.420390834910512	43288618	94.57960916508948	0.04	18307.801600000003	0.56	256309.22240000003	0.08	36615.603200000005	0.41	187654.96639999998	2.46	1125929.7984	0.14	64077.30560000001	0.64	292924.82560000004	1.1	503464.54400000005
RSS0001799_1																					
RSS0001799_2	46820202	2506678	5.353838499030824	44313524	94.64616150096917	0.04	18728.0808	0.56	262193.13120000006	0.06	28092.121199999998	0.37	173234.74740000002	2.59	1212643.2318	0.14	65548.28280000002	0.58	271557.1716	1.02	477566.0604
RSS0001800_1																					
RSS0001800_2	58045184	3212069	5.533739026479785	54833115	94.4662609735202	0.04	23218.0736	0.47	272812.3648	0.07	40631.628800000006	0.42	243789.77279999998	2.58	1497565.7472	0.15	87067.776	0.65	377293.69600000005	1.15	667519.616
RSS0001801_1																					
RSS0001801_2	70231830	3063275	4.361661941601123	67168555	95.63833805839887	0.03	21069.549	0.51	358182.33300000004	0.05	35115.915	0.35	245811.40499999997	1.9	1334404.77	0.13	91301.379	0.46	323066.418	0.94	660179.2019999999
RSS0001802_1																					
RSS0001802_2	67119798	3513487	5.234650735987018	63606311	94.76534926401298	0.03	20135.9394	0.49	328887.01019999996	0.05	33559.899	0.37	248343.2526	2.64	1771962.6672	0.13	87255.7374	0.5	335598.99	1.01	677909.9598
RSS0001803_1																					
RSS0001803_2	62338424	3123510	5.01056940419283	59214914	94.98943059580716	0.03	18701.527199999997	0.49	305458.2776	0.05	31169.212	0.35	218184.48399999997	2.55	1589629.812	0.13	81039.9512	0.48	299224.43519999995	0.93	579747.3432
RSS0001804_1																					
RSS0001804_2	63670840	2568481	4.033998923211944	61102359	95.96600107678806	0.02	12734.168000000001	0.49	311987.116	0.04	25468.336000000003	0.31	197379.604	1.77	1126973.868	0.12	76405.00799999999	0.42	267417.528	0.86	547569.224
RSS0001805_1																					
RSS0001805_2	71627362	4864130	6.790882512188569	66763232	93.20911748781143	0.05	35813.681000000004	0.44	315160.39280000003	0.09	64464.6258	0.56	401113.2272000001	3.07	2198960.0134	0.2	143254.72400000002	0.86	615995.3132	1.52	1088735.9024
RSS0001806_1																					
RSS0001806_2	57615250	3255276	5.650024949991539	54359974	94.34997505000847	0.06	34569.149999999994	0.46	265030.15	0.09	51853.725	0.49	282314.725	2.32	1336673.7999999998	0.17	97945.925	0.77	443637.425	1.29	743236.725
RSS0001807_1																					
RSS0001807_2	49688614	2320995	4.671080179455197	47367619	95.3289198205448	0.03	14906.5842	0.52	258380.7928	0.05	24844.307	0.34	168941.2876	2.19	1088180.6465999999	0.13	64595.1982	0.48	238505.3472	0.94	467072.97159999993
RSS0001808_1																					
RSS0001808_2	46722626	2132339	4.563825243897892	44590287	95.4361747561021	0.04	18689.0504	0.51	238285.39260000002	0.06	28033.575599999996	0.37	172873.7162	1.91	892402.1566	0.14	65411.67640000001	0.55	256974.44300000003	0.99	462553.99739999993
RSS0001809_1																					
RSS0001809_2	66510240	3056795	4.5959764992578584	63453445	95.40402350074214	0.03	19953.071999999996	0.52	345853.24799999996	0.06	39906.14399999999	0.35	232785.83999999997	1.98	1316902.7519999999	0.13	86463.31199999999	0.54	359155.29600000003	0.98	651800.352
RSS0001810_1																					
RSS0001810_2	63020928	3298237	5.233558287177238	59722691	94.76644171282275	0.05	31510.464	0.54	340313.0112	0.07	44114.649600000004	0.44	277292.0832	2.1	1323439.4880000001	0.16	100833.4848	0.67	422240.21760000003	1.2	756251.136
RSS0001811_1																					
RSS0001811_2	66602916	3006545	4.514134185956663	63596371	95.48586581404334	0.03	19980.874799999998	0.54	359655.7464	0.06	39961.749599999996	0.35	233110.20599999998	1.97	1312077.4452	0.13	86583.7908	0.51	339674.8716	0.93	619407.1188
RSS0001812_1																					
RSS0001812_2	75136598	3029929	4.032560803458256	72106669	95.96743919654175	0.03	22540.979399999997	0.51	383196.6498	0.05	37568.299	0.31	232923.4538	1.66	1247267.5268	0.12	90163.91759999999	0.46	345628.3508	0.88	661202.0624
RSS0001813_1																					
RSS0001813_2	57662648	2392341	4.14885733308675	55270307	95.85114266691325	0.02	11532.5296	0.5	288313.24	0.04	23065.0592	0.27	155689.1496	2.06	1187850.5488	0.11	63428.912800000006	0.39	224884.32720000003	0.76	438236.1248
RSS0001814_1																					
RSS0001814_2	63152432	2748603	4.352331197633054	60403829	95.64766880236695	0.03	18945.7296	0.5	315762.16000000003	0.05	31576.216	0.31	195772.5392	2.06	1300940.0992	0.12	75782.9184	0.45	284185.944	0.85	536795.672
RSS0001815_1																					
RSS0001815_2	49998012	2014148	4.028456171417376	47983864	95.97154382858263	0.03	14999.403599999998	0.57	284988.66839999997	0.04	19999.2048	0.3	149994.036	1.68	839966.6015999999	0.12	59997.61439999999	0.44	219991.25280000002	0.86	429982.9032
RSS0001816_1																					
RSS0001816_2	51369256	5419008	10.54912689410958	45950248	89.45087310589042	0.19	97601.5864	0.53	272257.0568	0.28	143833.9168	1.49	765401.9144	1.52	780812.6912	0.47	241435.50319999998	2.37	1217451.3672000002	3.7	1900662.4720000003
RSS0001817_1																					
RSS0001817_2	57043350	2344878	4.110694761089592	54698472	95.88930523891041	0.03	17113.004999999997	0.49	279512.415	0.04	22817.34	0.31	176834.38499999998	1.8	1026780.3000000002	0.12	68452.01999999999	0.45	256695.07500000004	0.86	490572.81
RSS0001819_1																					
RSS0001819_2	67938646	2844142	4.186338950587858	65094504	95.81366104941215	0.03	20381.5938	0.48	326105.5008	0.04	27175.4584	0.31	210609.8026	1.92	1304422.0032	0.12	81526.3752	0.42	285342.3132	0.86	584272.3556
RSS0001820_1																					
RSS0001820_2	73396658	3564994	4.857161207530729	69831664	95.14283879246928	0.03	22018.997399999997	0.5	366983.29	0.06	44037.99479999999	0.35	256888.30299999999	2.29	1680783.4682	0.13	95415.65539999999	0.53	389002.28740000003	0.97	711947.5826
RSS0001821_1																					
RSS0001821_2	65351134	2956917	4.524660582018362	62394217	95.47533941798164	0.04	26140.4536	0.51	333290.7834	0.08	52280.9072	0.41	267939.6494	1.68	1097899.0511999999	0.15	98026.701	0.6	392106.804	1.06	692722.0204
RSS0001822_1																					
RSS0001822_2	66180566	2552003	3.856121448100036	63628563	96.14387855189996	0.03	19854.1698	0.51	337520.8866	0.05	33090.283	0.35	231631.98099999997	1.38	913291.8108	0.13	86034.7358	0.47	311048.6602	0.93	615479.2638000001
RSS0001823_1																					
RSS0001823_2	43300424	2984998	6.893692311188454	40315426	93.10630768881155	0.05	21650.212	0.51	220832.16240000003	0.08	34640.3392	0.41	177531.73839999997	3.91	1693046.5784000002	0.15	64950.636	0.67	290112.8408	1.1	476304.66400000005
RSS0001824_1																					
RSS0001824_2	57880946	2994728	5.173944461792314	54886218	94.82605553820768	0.04	23152.3784	0.51	295192.8246	0.08	46304.7568	0.43	248888.0678	2.14	1238652.2444000002	0.16	92609.5136	0.68	393590.4328	1.12	648266.5952000001
RSS0001825_1																					
RSS0001825_2	75226514	3142357	4.177193429433671	72084157	95.82280657056633	0.04	30090.605600000003	0.51	383655.22140000004	0.06	45135.90839999999	0.34	255770.14760000003	1.59	1196101.5726	0.13	97794.46819999999	0.54	406223.1756	0.97	729697.1858
RSS0001826_1																					
RSS0001826_2	63466660	3514100	5.536922850517106	59952560	94.4630771494829	0.05	31733.33	0.49	310986.63399999996	0.08	50773.328	0.44	279253.304	2.38	1510506.508	0.16	101546.656	0.76	482346.616	1.16	736213.2559999999
RSS0001827_1																					
RSS0001827_2	64918666	4188938	6.45259408133864	60729728	93.54740591866137	0.07	45443.06620000001	0.52	337577.0632	0.12	77902.3992	0.54	350560.7964	2.64	1713852.7824	0.18	116853.59879999999	1.01	655678.5266	1.38	895877.5908
RSS0001828_1																					
RSS0001828_2	52664000	2119196	4.023993619930123	50544804	95.97600638006988	0.03	15799.199999999999	0.5	263320.0	0.05	26332.0	0.32	168524.80000000002	1.65	868956.0	0.12	63196.799999999996	0.47	247520.79999999996	0.88	463443.2
RSS0001829_1																					
RSS0001829_2	57050084	2088825	3.6613881234600814	54961259	96.33861187653991	0.03	17115.0252	0.49	279545.4116	0.05	28525.042	0.31	176855.2604	1.36	775881.1424	0.12	68460.1008	0.45	256725.37800000003	0.84	479220.7056
RSS0001830_1																					
RSS0001830_2	67762126	3010558	4.442832859169737	64751568	95.55716714083027	0.04	27104.850400000003	0.5	338810.63	0.06	40657.27559999999	0.35	237167.44099999996	1.92	1301032.8191999998	0.13	88090.7638	0.52	352363.0552	0.94	636963.9844
RSS0001831_1																					
RSS0001831_2	54281998	3388769	6.242896586083659	50893229	93.75710341391634	0.06	32569.1988	0.51	276838.1898	0.11	59710.1978	0.53	287694.5894	2.57	1395047.3486	0.18	97707.5964	0.94	510250.7811999999	1.34	727378.7732
RSS0001832_1																					
RSS0001832_2	56649814	2366878	4.178086092215589	54282936	95.8219139077844	0.03	16994.944199999998	0.47	266254.1258	0.06	33989.888399999996	0.36	203939.3304	1.6	906397.024	0.14	79309.73960000002	0.57	322903.93979999993	0.95	538173.233
RSS0001833_1																					
RSS0001833_2	71327810	3829911	5.369449868151006	67497899	94.63055013184899	0.05	35663.905	0.49	349506.269	0.07	49929.467000000004	0.43	306709.583	2.32	1654805.1919999998	0.16	114124.496	0.72	513560.23199999996	1.13	806004.2529999999
RSS0001834_1																					
RSS0001834_2	50349986	2994322	5.947016549319398	47355664	94.0529834506806	0.06	30209.991599999998	0.49	246714.9314	0.1	50349.986000000004	0.54	271889.9244	2.28	1147979.6808	0.18	90629.9748	0.9	453149.87400000007	1.38	694829.8068
RSS0001835_1																					
RSS0001835_2	53865596	2492928	4.62805238430853	51372668	95.37194761569147	0.04	21546.238400000002	0.5	269327.98	0.07	37705.9172	0.38	204689.2648	1.83	985740.4068	0.14	75411.8344	0.64	344739.81440000003	1.03	554815.6388
RSS0001836_1																					
RSS0001836_2	57848256	2980399	5.152098275875421	54867857	94.84790172412458	0.05	28924.128	0.5	289241.28	0.08	46278.6048	0.44	254532.32640000002	2.02	1168534.7711999998	0.16	92557.2096	0.78	451216.39680000005	1.12	647900.4672000001
RSS0001837_1																					
RSS0001837_2	46609526	3038470	6.518989272707901	43571056	93.4810107272921	0.09	41948.5734	0.53	247030.4878	0.17	79236.19420000001	0.7	326266.682	1.95	908885.757	0.24	111862.86239999998	1.16	540670.5016	1.7	792361.942
RSS0001838_1																					
RSS0001838_2	56104914	2629005	4.685872970057489	53475909	95.31412702994251	0.05	28052.457000000002	0.51	286135.0614	0.08	44883.9312	0.44	246861.6216	1.59	892068.1326	0.16	89767.8624	0.71	398344.8894	1.15	645206.5109999999
RSS0001839_1																					
RSS0001839_2	51723888	2729455	5.276971831661224	48994433	94.72302816833877	0.07	36206.721600000004	0.45	232757.496	0.14	72413.44320000001	0.55	284481.384	1.65	853444.152	0.19	98275.3872	0.9	465514.992	1.34	693100.0992
RSS0001840_1																					
RSS0001840_2	77922760	4971323	6.379808672074757	72951437	93.62019132792524	0.07	54545.93200000001	0.44	342860.14400000003	0.15	116884.14	0.63	490913.388	2.03	1581832.028	0.24	187014.62399999998	1.17	911696.2919999999	1.65	1285725.54
RSS0001841_1																					
RSS0001841_2	93815018	17972586	19.15747220770133	75842432	80.84252779229867	0.29	272063.5522	0.4	375260.072	0.49	459693.5882	2.37	2223415.9266000004	2.31	2167126.9158	0.85	797427.653	5.13	4812710.4234	7.31	6857877.8158
RSS0001842_1																					
RSS0001842_2	69260164	6466669	9.336779797402732	62793495	90.66322020259727	0.12	83112.19679999999	0.44	304744.7216	0.21	145446.3444	0.99	685675.6235999999	2.68	1856172.3952000001	0.31	214706.5084	1.99	1378277.2636000002	2.59	1793838.2476
RSS0001843_1																					
RSS0001843_2	75928420	4914849	6.473003125838783	71013571	93.52699687416121	0.11	83521.262	0.49	372049.258	0.17	129078.31400000001	0.72	546684.624	1.35	1025033.6700000002	0.24	182228.20799999998	1.49	1131333.458	1.91	1450232.822
RSS0001844_1																					
RSS0001844_2	66754028	5456687	8.17431870927699	61297341	91.82568129072301	0.12	80104.8336	0.52	347120.9456	0.21	140183.4588	0.85	567409.238	2.38	1588745.8664	0.27	180235.8756	1.77	1181546.2956	2.05	1368457.5739999998
RSS0001845_1																					
RSS0001845_2	37695472	2264248	6.0066843041519675	35431224	93.99331569584804	0.08	30156.3776	0.49	184707.81279999999	0.14	52773.660800000005	0.6	226172.832	1.86	701135.7792000001	0.21	79160.49119999999	1.09	410880.6448	1.54	580510.2688
RSS0001846_1																					
RSS0001846_2	65576042	3303944	5.038340069380827	62272098	94.96165993061916	0.05	32788.021	0.46	301649.7932	0.08	52460.833600000005	0.46	301649.7932	1.76	1154138.3392	0.17	111479.27140000001	0.83	544281.1486	1.23	806585.3166
RSS0001847_1																					
RSS0001847_2	59908140	4590954	7.66332254681918	55317186	92.33667745318081	0.08	47926.512	0.41	245623.37399999998	0.16	95853.024	0.65	389402.91000000003	3.16	1893097.2240000002	0.24	143779.536	1.29	772815.006	1.68	1006456.752
RSS0001848_1																					
RSS0001848_2	105392406	8239452	7.817880161119009	97152954	92.182119838881	0.05	52696.203	0.34	358334.1804	0.12	126470.88719999998	0.61	642893.6766	3.49	3678194.9694	0.27	284559.4962	1.12	1180394.9472000003	1.81	1907602.5486
RSS0002237_1																					
RSS0002237_2	27284046	4132176	15.145026511097365	23151870	84.85497348890264	0.21	57296.4966	0.45	122778.20700000001	0.3	81852.138	1.69	461100.37739999994	5.04	1375115.9184	0.5	136420.23	2.33	635718.2718	4.62	1260522.9252
